clause_doc_id,doc_id,path,filename,source_kind,source_label,generation,variant_no,product_alias,sales_period,sales_start_ym,sales_end_ym,is_current,coverage_name,clause_name
coverage_criteria__4세대__01__clause_006,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_006.md,coverage_criteria__4세대__01__clause_006.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),건보미적용
coverage_criteria__4세대__01__clause_007,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_007.md,coverage_criteria__4세대__01__clause_007.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),병실차액
coverage_criteria__4세대__01__clause_008,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_008.md,coverage_criteria__4세대__01__clause_008.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),자기부담금 | 연간한도
coverage_criteria__4세대__01__clause_009,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_009.md,coverage_criteria__4세대__01__clause_009.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),계속치료 중 | 보험만료시
coverage_criteria__4세대__01__clause_010,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_010.md,coverage_criteria__4세대__01__clause_010.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),기준의료비
coverage_criteria__4세대__01__clause_011,coverage_criteria__4세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__01__clause_011.md,coverage_criteria__4세대__01__clause_011.md,coverage_criteria,담보별 보상기준,4세대,1,4세대실손,2021.07~,202107.0,,True,기본형(상해∙질병 급여형),감면의료비
coverage_criteria__4세대__02__clause_001,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_001.md,coverage_criteria__4세대__02__clause_001.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),가입(보상)한도
coverage_criteria__4세대__02__clause_002,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_002.md,coverage_criteria__4세대__02__clause_002.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),보상기간
coverage_criteria__4세대__02__clause_003,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_003.md,coverage_criteria__4세대__02__clause_003.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),새로운사고 | (면책기간)
coverage_criteria__4세대__02__clause_004,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_004.md,coverage_criteria__4세대__02__clause_004.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),보상비율(기준)
coverage_criteria__4세대__02__clause_005,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_005.md,coverage_criteria__4세대__02__clause_005.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),자기부담금 | (공제금액)
coverage_criteria__4세대__02__clause_006,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_006.md,coverage_criteria__4세대__02__clause_006.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),건보미적용
coverage_criteria__4세대__02__clause_007,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_007.md,coverage_criteria__4세대__02__clause_007.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),병실차액
coverage_criteria__4세대__02__clause_008,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_008.md,coverage_criteria__4세대__02__clause_008.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),자기부담금 | 연간한도
coverage_criteria__4세대__02__clause_009,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_009.md,coverage_criteria__4세대__02__clause_009.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),계속치료 중 | 보험만료시
coverage_criteria__4세대__02__clause_010,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_010.md,coverage_criteria__4세대__02__clause_010.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),기준의료비
coverage_criteria__4세대__02__clause_011,coverage_criteria__4세대__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__02__clause_011.md,coverage_criteria__4세대__02__clause_011.md,coverage_criteria,담보별 보상기준,4세대,2,4세대실손,2021.07~,202107.0,,True,특약형(상해∙질병 비급여형),감면의료비
coverage_criteria__4세대__03__clause_001,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_001.md,coverage_criteria__4세대__03__clause_001.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),가입(보상)한도
coverage_criteria__4세대__03__clause_002,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_002.md,coverage_criteria__4세대__03__clause_002.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),보상기간
coverage_criteria__4세대__03__clause_003,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_003.md,coverage_criteria__4세대__03__clause_003.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),새로운사고 | (면책기간)
coverage_criteria__4세대__03__clause_004,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_004.md,coverage_criteria__4세대__03__clause_004.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),보상비율(기준)
coverage_criteria__4세대__03__clause_005,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_005.md,coverage_criteria__4세대__03__clause_005.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),자기부담금 | (공제금액)
coverage_criteria__4세대__03__clause_006,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_006.md,coverage_criteria__4세대__03__clause_006.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),건보미적용
coverage_criteria__4세대__03__clause_007,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_007.md,coverage_criteria__4세대__03__clause_007.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),병실차액
coverage_criteria__4세대__03__clause_008,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_008.md,coverage_criteria__4세대__03__clause_008.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),자기부담금 | 연간한도
coverage_criteria__4세대__03__clause_009,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_009.md,coverage_criteria__4세대__03__clause_009.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),계속치료 중 | 보험만료시
coverage_criteria__4세대__03__clause_010,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_010.md,coverage_criteria__4세대__03__clause_010.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),기준의료비
coverage_criteria__4세대__03__clause_011,coverage_criteria__4세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__4세대__03__clause_011.md,coverage_criteria__4세대__03__clause_011.md,coverage_criteria,담보별 보상기준,4세대,3,4세대실손,2021.07~,202107.0,,True,특약형(3대비급여형),감면의료비
coverage_criteria__기타실손__01__clause_001,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_001.md,coverage_criteria__기타실손__01__clause_001.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),가입(보상)한도
coverage_criteria__기타실손__01__clause_002,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_002.md,coverage_criteria__기타실손__01__clause_002.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),보상기간
coverage_criteria__기타실손__01__clause_003,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_003.md,coverage_criteria__기타실손__01__clause_003.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),새로운사고 | (면책기간)
coverage_criteria__기타실손__01__clause_004,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_004.md,coverage_criteria__기타실손__01__clause_004.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),보상비율(기준)
coverage_criteria__기타실손__01__clause_005,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_005.md,coverage_criteria__기타실손__01__clause_005.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),자기부담금 | (공제금액)
coverage_criteria__기타실손__01__clause_006,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_006.md,coverage_criteria__기타실손__01__clause_006.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),건보미적용
coverage_criteria__기타실손__01__clause_007,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_007.md,coverage_criteria__기타실손__01__clause_007.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),병실차액
coverage_criteria__기타실손__01__clause_008,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_008.md,coverage_criteria__기타실손__01__clause_008.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),자기부담금 | 연간한도
coverage_criteria__기타실손__01__clause_009,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_009.md,coverage_criteria__기타실손__01__clause_009.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),계속치료 중 | 보험만료시
coverage_criteria__기타실손__01__clause_010,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_010.md,coverage_criteria__기타실손__01__clause_010.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),기준의료비
coverage_criteria__기타실손__01__clause_011,coverage_criteria__기타실손__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__01__clause_011.md,coverage_criteria__기타실손__01__clause_011.md,coverage_criteria,담보별 보상기준,기타실손,1,유병자실손(참편한),2018.04~,201804.0,,True,유병력자 실손의료비 | (상해∙질병입원/외래형),감면의료비
coverage_criteria__기타실손__02__clause_001,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_001.md,coverage_criteria__기타실손__02__clause_001.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),가입(보상)한도
coverage_criteria__기타실손__02__clause_002,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_002.md,coverage_criteria__기타실손__02__clause_002.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),보상기간
coverage_criteria__기타실손__02__clause_003,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_003.md,coverage_criteria__기타실손__02__clause_003.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),새로운사고 | (면책기간)
coverage_criteria__기타실손__02__clause_004,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_004.md,coverage_criteria__기타실손__02__clause_004.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),보상비율(기준)
coverage_criteria__기타실손__02__clause_005,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_005.md,coverage_criteria__기타실손__02__clause_005.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),자기부담금 | (공제금액)
coverage_criteria__기타실손__02__clause_006,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_006.md,coverage_criteria__기타실손__02__clause_006.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),건보미적용
coverage_criteria__기타실손__02__clause_007,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_007.md,coverage_criteria__기타실손__02__clause_007.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),병실차액
coverage_criteria__기타실손__02__clause_008,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_008.md,coverage_criteria__기타실손__02__clause_008.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),자기부담금 | 연간한도
coverage_criteria__기타실손__02__clause_009,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_009.md,coverage_criteria__기타실손__02__clause_009.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),계속치료 중 | 보험만료시
coverage_criteria__기타실손__02__clause_010,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_010.md,coverage_criteria__기타실손__02__clause_010.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),기준의료비
coverage_criteria__기타실손__02__clause_011,coverage_criteria__기타실손__02,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__02__clause_011.md,coverage_criteria__기타실손__02__clause_011.md,coverage_criteria,담보별 보상기준,기타실손,2,노후실손,2014.08~,201408.0,,True,기본형(상해∙질병형),감면의료비
coverage_criteria__기타실손__03__clause_001,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_001.md,coverage_criteria__기타실손__03__clause_001.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),가입(보상)한도
coverage_criteria__기타실손__03__clause_002,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_002.md,coverage_criteria__기타실손__03__clause_002.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),보상기간
coverage_criteria__기타실손__03__clause_003,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_003.md,coverage_criteria__기타실손__03__clause_003.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),새로운사고 | (면책기간)
coverage_criteria__기타실손__03__clause_004,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_004.md,coverage_criteria__기타실손__03__clause_004.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),보상비율(기준)
coverage_criteria__기타실손__03__clause_005,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_005.md,coverage_criteria__기타실손__03__clause_005.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),자기부담금 | (공제금액)
coverage_criteria__기타실손__03__clause_006,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_006.md,coverage_criteria__기타실손__03__clause_006.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),건보미적용
coverage_criteria__기타실손__03__clause_007,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_007.md,coverage_criteria__기타실손__03__clause_007.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),병실차액
coverage_criteria__기타실손__03__clause_008,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_008.md,coverage_criteria__기타실손__03__clause_008.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),자기부담금 | 연간한도
coverage_criteria__기타실손__03__clause_009,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_009.md,coverage_criteria__기타실손__03__clause_009.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),계속치료 중 | 보험만료시
coverage_criteria__기타실손__03__clause_010,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_010.md,coverage_criteria__기타실손__03__clause_010.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),기준의료비
coverage_criteria__기타실손__03__clause_011,coverage_criteria__기타실손__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__03__clause_011.md,coverage_criteria__기타실손__03__clause_011.md,coverage_criteria,담보별 보상기준,기타실손,3,노후실손,2014.08~,201408.0,,True,특약형(요양병원),감면의료비
coverage_criteria__기타실손__04__clause_001,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_001.md,coverage_criteria__기타실손__04__clause_001.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),가입(보상)한도
coverage_criteria__기타실손__04__clause_002,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_002.md,coverage_criteria__기타실손__04__clause_002.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),보상기간
coverage_criteria__기타실손__04__clause_003,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_003.md,coverage_criteria__기타실손__04__clause_003.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),새로운사고 | (면책기간)
coverage_criteria__기타실손__04__clause_004,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_004.md,coverage_criteria__기타실손__04__clause_004.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),보상비율(기준)
coverage_criteria__기타실손__04__clause_005,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_005.md,coverage_criteria__기타실손__04__clause_005.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),자기부담금 | (공제금액)
coverage_criteria__기타실손__04__clause_006,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_006.md,coverage_criteria__기타실손__04__clause_006.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),건보미적용
coverage_criteria__기타실손__04__clause_007,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_007.md,coverage_criteria__기타실손__04__clause_007.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),병실차액
coverage_criteria__기타실손__04__clause_008,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_008.md,coverage_criteria__기타실손__04__clause_008.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),자기부담금 | 연간한도
coverage_criteria__기타실손__04__clause_009,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_009.md,coverage_criteria__기타실손__04__clause_009.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),계속치료 중 | 보험만료시
coverage_criteria__기타실손__04__clause_010,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_010.md,coverage_criteria__기타실손__04__clause_010.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),기준의료비
coverage_criteria__기타실손__04__clause_011,coverage_criteria__기타실손__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__기타실손__04__clause_011.md,coverage_criteria__기타실손__04__clause_011.md,coverage_criteria,담보별 보상기준,기타실손,4,노후실손,2014.08~,201408.0,,True,특약형(상급병실차액),감면의료비
